pair_id,user_id,user_org_id,clean_item_id,clean_item_org_id,noisy_item_id,noisy_item_org_id,clean_predictive_variance,noisy_predictive_variance,predictive_variance_delta,clean_top20_dimension_share,noisy_top20_dimension_share,clean_normalized_entropy,noisy_normalized_entropy
10,8012,AFXRJEQLAW66JBEILONOBXZCOPTA,1474,B00GEF7CJW,7054,B0BYYRC1Q6,42.46175765991211,41.07073974609375,-1.3910179138183594,0.3857142996412458,0.36639079892157594,0.9708901602047538,0.9770956767207084
11,15611,AHQ47WNCJQ46PEUSFF2MAADM2HIA,4587,B08M6ZCRRT,1608,B00IQBQOF0,38.29701232910156,39.05503463745117,0.7580223083496094,0.3332381846521886,0.35205472885444666,0.9846272700096241,0.9792246737197754
12,6494,AFM2HPJTYPIGGIZHPALJJCL42YMQ,3995,B07WBTB4R2,3464,B07FNVKBK4,39.5694580078125,38.36857604980469,-1.2008819580078125,0.3366603573000646,0.32262395641349956,0.9835608809374249,0.9869263431825573
13,805,AEA6LITXZF4QDOYNA7TUICM2JDNQ,462,B0038JE61O,5474,B09TQDSPJ1,38.831398010253906,37.48088455200195,-1.3505134582519531,0.35824452017607433,0.32656269194036613,0.9805679078549198,0.9853058448245926
14,16659,AHXXGIFVSRCSRGNWZNS3KT7RLM6A,4978,B09B3QQKQZ,4813,B092461XYP,39.8421745300293,38.997581481933594,-0.8445930480957031,0.35060618250077,0.34494656630519915,0.9813784357291294,0.9835251484137563
15,4558,AF4DEGIQ6C7TB4CHIWRXZACZOH5Q,5883,B0B5DR7K5K,7588,B0CBRXJ4SK,35.924095153808594,35.09733581542969,-0.8267593383789062,0.30244926436622743,0.29722019312804837,0.9898555765967485,0.9898352984288865
16,14033,AHE7HGCOI3MMJ3XX6AO6WHXFEGTQ,7289,B0C44G65XR,7074,B0BZ96V9GW,38.04865264892578,41.099464416503906,3.050811767578125,0.32243111439381505,0.33006665135687113,0.9859923346997618,0.9830052152815197
17,10819,AGMSV2E4D7G2A53WNKSKGCPDCFVQ,5433,B09SNPJBXZ,1993,B00SRNUU3Y,40.768524169921875,42.727378845214844,1.9588546752929688,0.3822414550111497,0.3819291304808052,0.9653167804178399,0.9663594017831005
18,9935,AGG23DJQR45ISPJHFYWXOWHVLD6A,4746,B08X11BTL3,441,B0038JDAJ8,42.09105682373047,40.618408203125,-1.4726486206054688,0.3498990522520642,0.32156034925081023,0.9800260042167509,0.9860797286383639
19,10931,AGNHW2QEGJYJ4SF37EF3QGZBHBWQ,1029,B008VWQV5M,6882,B0BVR5DMBL,40.76200866699219,39.61997985839844,-1.14202880859375,0.34467052842524376,0.3277353650207812,0.9824079276987598,0.9859588719386407
20,2003,AEJ2MWOEKKU2W35VCOPMCYDTSLKQ,4136,B08258LZ7M,7076,B0BZ9B868T,35.31838607788086,40.43516540527344,5.116779327392578,0.34183195355587176,0.3782776108318217,0.9792034404251828,0.9740396217405757
21,3225,AESII7GJFWFPBYGSLDLRN5YOVM4Q,851,B006SFUD2G,5021,B09CGXK3QW,38.9215087890625,39.07965087890625,0.15814208984375,0.3253523878352798,0.34624376893984304,0.9851098017375088,0.9817796127669969
22,3476,AEUABVKWESMCH2IWIQ5FL5VHCXMQ,314,B001R95J2W,3561,B07J2JLRJH,39.21617889404297,36.96614456176758,-2.2500343322753906,0.3357636813703727,0.3404778533006581,0.9827641609316637,0.9811904545078238
23,10357,AGJAT2RC4R3G7V5J2CL3OXLSW6IA,6880,B0BVQN55GB,6619,B0BPM6K75C,37.60151672363281,39.47520446777344,1.873687744140625,0.33875725134370516,0.3475434006416781,0.9833058926029211,0.9807197949481685
24,15007,AHLG4MRTFHH2PWMWZRSIKOIBUHAA,1049,B0092Q01CU,6421,B0BKH79RWX,33.96964645385742,37.0079345703125,3.038288116455078,0.28535218878585517,0.3115496662981015,0.9927526223175428,0.9886214415030865
25,12706,AH2IQU4RQ5JZTZXZUPRSEQR2BT5A,4901,B0973XW53T,554,B004AUEJTE,40.308265686035156,41.211177825927734,0.9029121398925781,0.34345487425416094,0.33679354968211045,0.9789458849081191,0.9812542064860824
26,14553,AHIA7HSCLSRQ5QK2BZ3BL2I6FLVA,2951,B0741GK4KX,2153,B010C4J6LW,37.67475891113281,37.959991455078125,0.2852325439453125,0.3084016746445195,0.2965577806025614,0.9884046975321003,0.9898922453046723
27,15629,AHQ7RSSPT5A543LG54XPNU4THV7Q,6376,B0BJJLB897,7486,B0C772DSJ1,38.49971008300781,40.78155517578125,2.2818450927734375,0.32452650592882337,0.33523949899168437,0.9849942186832202,0.9822855403149064
28,1652,AEGMOCBQQEQUKJXIAI3NG6UXF57Q,698,B0051Y1KVI,3757,B07NV7RX7H,38.24388122558594,39.9914665222168,1.7475852966308594,0.33487701428358196,0.3516585635781073,0.9828477120401451,0.9799597373158041
29,1764,AEHLXAU6FN2FZPGEGPYS7H2YKPCA,2122,B00YK46RCC,6974,B0BX5MPSCZ,39.56932067871094,35.01764678955078,-4.551673889160156,0.3355269285357267,0.31775491475353823,0.9790485073677361,0.9869978404289511
30,16833,AHZHQ5ISGWIPNHYSUBLBVNFRBLOQ,1165,B00AQSMYV4,2745,B01MY15S4U,38.242713928222656,37.75823211669922,-0.4844818115234375,0.3306659962658952,0.32744370883167456,0.9817676637561009,0.9798669484113295
31,3520,AEULD6UDDD7XSH2HXR2L6TNRHSNQ,4579,B08LQ826BT,1279,B00CHZOECQ,36.90943145751953,36.439735412597656,-0.469696044921875,0.31448392876048453,0.3046303779008414,0.9883227223152006,0.9901557897023995
32,9047,AG75DPXY4SITTOG2SNMVQVGIY57Q,5759,B0B1VHQB62,6520,B0BMGYR8WS,39.59918975830078,36.39691925048828,-3.2022705078125,0.33534448577768095,0.31208104417105026,0.9828796845173278,0.9872513143464092
33,5100,AFAVAUPHJ4CFL75JGCGY6H7XK6PQ,7301,B0C48M1HNT,6750,B0BSGLYBNW,39.29167556762695,41.41165542602539,2.1199798583984375,0.3190364196106271,0.3285189911330062,0.9860985651008151,0.9847834628521256
34,11718,AGT72NANHBJMXBLRQZVDJCSGGNDQ,1343,B00DDMIWIO,2752,B01N093BYV,36.91143798828125,35.756080627441406,-1.1553573608398438,0.3266716200701575,0.32556630255767344,0.9860950470376183,0.9858855630842382
35,9123,AG7RHR3PKLJUITBFRRG4YG7MSFJQ,600,B004I110D8,1152,B00ALOT55Q,36.449283599853516,40.034427642822266,3.58514404296875,0.32567809112881135,0.35763398633964505,0.9859355377124729,0.9796227190972188
36,1144,AECMU6KCJ7EKCG47KFJEAVEZE5JQ,6949,B0BWQK5B4G,2500,B01DWHV524,38.63420867919922,38.84778594970703,0.2135772705078125,0.36454075675459285,0.364846485583415,0.9753509762307624,0.9750147188344992
37,988,AEBIJ7QM7KYDN6KY4ESFLIPGCJBQ,7267,B0C3W2FQFY,265,B001ET5U2E,40.32768249511719,36.19576644897461,-4.131916046142578,0.34436224810423754,0.32389367649903567,0.982426062749322,0.9859311925178587
38,10192,AGHX7ZGU7MIAXJ4IAMWACTYRELFQ,7101,B0BZKJM9LV,51,B0006512GK,37.458717346191406,39.79438781738281,2.3356704711914062,0.30714388210872995,0.3325350122887577,0.9887125857071315,0.9842464324667828
39,10066,AGGTAHSIUM4WO5U6F2A5QRYNHTJQ,2512,B01EKZO93O,5033,B09DGDMH95,38.94342803955078,40.753326416015625,1.8098983764648438,0.33751305127623754,0.3631254771341558,0.9823599956070882,0.9772734529342038
40,11803,AGTVB3ODV3RRVTCTY7FCO2QBMIAA,2848,B06XJ7HZK2,2211,B013TPBFMO,39.35358428955078,37.2280387878418,-2.1255455017089844,0.3358618511195657,0.3125038385119979,0.9814968530388958,0.9888250348270795
41,13084,AH52JG5PBRVOSTGXB3ZR3JA4XEBA,6573,B0BNH6NC74,4257,B0861Y9H4H,40.314186096191406,38.18628692626953,-2.127899169921875,0.340098964807382,0.33308639668465434,0.9824863330372812,0.9844325990067265
42,12223,AGWUDCRQF5GOVCWGSM5GX6D626OA,161,B000RLQZD8,6098,B0B9WJ9YFJ,39.00421905517578,39.949607849121094,0.9453887939453125,0.3309426774525447,0.3384111307197232,0.9850756885869977,0.9826242020599892
43,7547,AFU3JGZLZM4A65HQOKKIGGIVJ7UA,7101,B0BZKJM9LV,799,B005XTKIBO,38.61410903930664,38.539222717285156,-0.07488632202148438,0.3306068386112777,0.3489234371916617,0.9849242561736977,0.9805990564225919
44,16449,AHWF5OECYESWKQVPQGJPXU76DC4Q,1766,B00MRZIGXY,2863,B06Y5JLQRW,38.627933502197266,41.15576934814453,2.5278358459472656,0.3194634123917629,0.3198919151919629,0.986223523975879,0.9865473564655887
45,9311,AGBAAJRITXNB5S7HJO2EFWVZJE4A,3579,B07JJY2KYJ,3450,B07FCVGS6V,39.96092224121094,42.554237365722656,2.5933151245117188,0.33253260006273355,0.3404120950038503,0.9843283824094738,0.9831301629258167
46,5971,AFHUQNYNSCIJAPENFZCTKV7U3NYA,866,B006VIJOPW,3689,B07MFNVXK8,37.995872497558594,39.93404769897461,1.9381752014160156,0.33402918364325096,0.3143244535490289,0.9853758746360071,0.9878564042405922
47,153,AE3B6M6J6FG5ZLQVCDWJKSJKAZNA,6506,B0BM5NFFF3,2358,B019GXOFIE,34.26708221435547,38.37956237792969,4.112480163574219,0.33688235226781854,0.3581759655118326,0.9854938547038247,0.9801868223765418
48,2286,AELF6MN245PKU4O7M42KF3DWC2MQ,1978,B00RYQ37WG,1799,B00NFETDR4,44.27827835083008,45.26805877685547,0.9897804260253906,0.3345247153516388,0.3343698868258444,0.9814008626455001,0.9822743845893278
49,9941,AGG3GR3ECV6KHURLCUIDJHYT4WMQ,5451,B09T3ZBZJZ,6942,B0BWLQD5R1,40.397178649902344,39.28519821166992,-1.1119804382324219,0.34711169314949075,0.3446581335346061,0.9800457587198418,0.9808127517348595
50,15952,AHSL46WRWD6LQOJYF4XEQOYY6DHQ,12,B000056JMU,4711,B08V6QV96C,40.71866226196289,41.22200393676758,0.5033416748046875,0.38796191268491514,0.3736497412794379,0.9639417445019245,0.9723250681379438
51,12597,AGZQWSNWXV22MX3ISKN7ERMAQM5A,4594,B08MXDK9ZY,4164,B082WQPF5K,35.428810119628906,37.47491455078125,2.0461044311523438,0.2849955563818349,0.32101731702929365,0.9927796771823499,0.9862035439290934
52,15360,AHO3YHID4KASQLVYNBGNDTGSEOBQ,404,B002V92XAS,1881,B00P0NOLWK,39.55596923828125,39.62112045288086,0.06515121459960938,0.35307978308200444,0.3357686003721221,0.9792577297448407,0.9833731831989155
53,1890,AEIE2UJDKWR3NG3CE34PT7R3QSVQ,5093,B09HNWV9LY,3827,B07QQH9DJJ,33.708587646484375,37.43275833129883,3.724170684814453,0.293860309662661,0.3218879400879109,0.992346470428416,0.987761949748936
54,4570,AF4GNOTW3DBTAU676OEGSQW7GE2A,1866,B00OQCZAVW,6089,B0B9N33TJG,36.271785736083984,38.276145935058594,2.0043601989746094,0.31398393525325513,0.3206813545973195,0.9879550344918604,0.9864020673028887
55,13267,AH6EROVXKCJ7567BXQEB2YVVWFWA,1531,B00HDA3NP4,1021,B008RJF4PC,41.01953125,42.921791076660156,1.9022598266601562,0.37064284110993917,0.380354913320876,0.9707520749082553,0.9688552879415874
56,10142,AGHHXMZK5QRIRLFL4HNI6OBK5DBQ,5290,B09NKBDYQS,1292,B00CRFBHDU,36.63407897949219,39.897193908691406,3.2631149291992188,0.32057320156951863,0.3434042341590136,0.9864802472648253,0.9822994621928943
57,7045,AFQ3AY3JNXWI7OEFYTU53AADBAKQ,5061,B09G21LCCK,7306,B0C4C1WQYJ,42.28392791748047,43.41448211669922,1.13055419921875,0.3491813159204793,0.35590225469376957,0.9810608672175735,0.9797004266577036
58,10573,AGKYFKZ54CFEXGQTDIDWBHSDLITQ,4952,B09935SCN3,4201,B083XVNRVP,36.7442741394043,38.152313232421875,1.4080390930175781,0.31184818788543883,0.3228605035652572,0.9876556903454831,0.9854066109604436
59,9558,AGD4KB5VEIQUKFBD3FXMDUJHBCXQ,6836,B0BTYLV4T6,307,B001P1VBH4,42.23337936401367,43.79776382446289,1.5643844604492188,0.34190908404335907,0.34962560494247985,0.9800009582813833,0.9788866086657878
60,6099,AFIV3LJEQ3QLNG6RUPHXDDL57GSQ,742,B005IHMKUI,7254,B0C3QYGFBS,38.61665725708008,39.99581527709961,1.3791580200195312,0.36268107463120464,0.3608852598486798,0.9768680010978706,0.9768977562408515
61,3509,AEUJ4VPOPXO6FRNSQSMH23N6Y6GA,3817,B07QHMCJRH,1321,B00D43C2K6,33.776954650878906,35.686431884765625,1.9094772338867188,0.275968997643253,0.30103408488472305,0.9945944216802842,0.9902914055486757
62,15361,AHO3ZTW4HFSGBV7UNIZN7PW74CSQ,2830,B06X9MWL79,5035,B09DJ95YPJ,34.91929626464844,36.5926513671875,1.6733551025390625,0.321011411648427,0.33572066660539673,0.9813934146238317,0.9783951394213641
63,1487,AEFH7N7DNDX7LFWQWP5VWDJFOY6A,7151,B0C1PGWZ3N,6032,B0B8BDBMCJ,37.30073547363281,40.36570358276367,3.0649681091308594,0.33707481097210046,0.3627670939801392,0.9833946064537897,0.9731226251493205
64,3173,AES6ASEXGRSF3BGFX4KIB2YL4TMQ,1860,B00OO9JYHS,6481,B0BLRPKX4Z,40.48222351074219,40.63629913330078,0.15407562255859375,0.3501287123837299,0.3609215220142998,0.9784724510804736,0.9772783048190029
65,5897,AFH7RVQUMZVDTAOF7P62ZUL5BAVQ,5949,B0B6JS97TT,3747,B07NKFC1NQ,37.89430236816406,41.906829833984375,4.0125274658203125,0.36047823302918164,0.3995905928056051,0.9713832000784905,0.9594177797559892
66,8263,AFZMAJL2YXK2B654ODYIN5NWQFSA,6177,B0BD887ZH1,1112,B00A45EFV6,36.837677001953125,40.942543029785156,4.104866027832031,0.3224088484967085,0.33564299311455237,0.9859741358594478,0.9829954130223848
67,2127,AEK3Q3YE25YBBW4NBUGXY3LP3JEA,1174,B00B071M0E,3776,B07PH3J246,37.679771423339844,36.39788818359375,-1.2818832397460938,0.3091691713088792,0.31237291657858673,0.9897244768684863,0.9886845525137663
68,16605,AHXKGMSQNGLXMKWIOMJRQMNL7GVA,56,B0006BAJNG,726,B005C9ODQ6,41.68323516845703,38.41314697265625,-3.2700881958007812,0.37422347628978897,0.34034397135479877,0.9768025264640372,0.9830734282331692
69,221,AE3SSVWFJWCXXQTHJSBM36FROWBA,4332,B088JL5QJQ,7233,B0C3GYRRYR,35.167274475097656,38.78696823120117,3.6196937561035156,0.32720172307831386,0.3459459432379991,0.9855602323365424,0.982124388209162
70,2610,AENSTEPUOKMIFW4R3S2W3DRHDMNQ,1049,B0092Q01CU,3039,B075KGBKK3,34.23515319824219,39.256065368652344,5.020912170410156,0.3463472730359727,0.3713258582027532,0.9804426324033597,0.9727782118803439
71,15419,AHOG65RHFEAC7IIYORF4NVA2ELRQ,2645,B01KPWN2XE,7234,B0C3GZJPT4,35.52635955810547,38.529701232910156,3.0033416748046875,0.34341235234428635,0.3478962558411898,0.9824774333624259,0.9806545204077848
72,16198,AHUGCW4FRMR3AAZNFVK34KI7OK5A,1264,B00C56I0PE,5477,B09TSTRD7J,36.02474594116211,37.5478401184082,1.5230941772460938,0.3153203598884256,0.3303943646017245,0.9871816630002443,0.9856360249421751
73,10343,AGJ4FCWECFMLAO6YGR4NBPAOQMOA,3937,B07TSG87YD,2762,B01N39JFZ3,38.839210510253906,40.34090805053711,1.5016975402832031,0.3406096933396793,0.34342460450967177,0.982741535506902,0.9832734837686514
74,8430,AG2NITMILVXGJ3Z2257KQ55IEVXA,3173,B079DMVC5B,338,B0029X4AH0,39.738487243652344,39.2791748046875,-0.45931243896484375,0.3536374805125417,0.3351885752157657,0.9805351914747155,0.9841094384767322
75,2064,AEJJOZQAZJZENLBF4AZT7BOYHRQQ,1395,B00ECHYTBI,2909,B072BZ211C,36.037261962890625,37.355567932128906,1.3183059692382812,0.31560777147444863,0.3108567848458454,0.9876294502683483,0.9871929905631283
76,312,AE4G5KAFZ3MFZOOFNSVXIXANZRVQ,7236,B0C3H3TMMT,1647,B00JDX0R4Y,34.30164337158203,38.920135498046875,4.618492126464844,0.3041511498245006,0.3269242049909632,0.9908585038148497,0.985248607138916
77,14590,AHIIV2EK4RRLIBBKFNC76OMEHT3Q,7569,B0C9QVB8KD,2341,B0193RWK4E,41.042022705078125,41.71119689941406,0.6691741943359375,0.347702902577517,0.34994290818503154,0.977805834056021,0.9737110400332312
78,16908,AHZXRCCEYYY7LD2QHEXWSBXLC55A,4982,B09B8LCT53,5907,B0B5Q66QKP,35.382728576660156,38.07306671142578,2.690338134765625,0.32036824634431255,0.3166887698294992,0.9877314012909589,0.9874532924911308
79,9038,AG73BVBKUOH22USSFJA5ZWL7AKXA,3235,B07BMCML9T,1497,B00GXTTPKI,38.522865295410156,37.057289123535156,-1.465576171875,0.31323673046617123,0.30215520001146634,0.9883182990146835,0.9902640701480554
80,11511,AGRRYCQGAONTJVWKOPXT7LWCR5JA,1348,B00DDMJ0JE,3258,B07BTMN4TF,41.466941833496094,41.814273834228516,0.3473320007324219,0.34092977746880165,0.3421269766533563,0.9820905969920083,0.9815749980331139
81,9164,AGA5WWDP2GEKS6UG6C7755AP3IHQ,1332,B00DBRVGXE,2338,B018YE7ZYW,37.49406814575195,38.88848114013672,1.3944129943847656,0.32996881700413794,0.32720180953946665,0.9828397638150199,0.9852752038700264
82,1785,AEHOW4SE6TJDJB52V4HWVFXZH5FQ,3394,B07DK4VR79,2149,B00ZZQFR70,37.178123474121094,39.80432891845703,2.6262054443359375,0.33789207121859755,0.3539135939096503,0.9837968615647011,0.9790955154621118
83,13345,AH6XDCOMSGAWPTDLLZMR6N6AHMSQ,7131,B0C13QV3Y7,5628,B09XXTLFGN,39.552947998046875,40.19077682495117,0.6378288269042969,0.3411912536191658,0.3608981662879382,0.9816343727341356,0.9757302792218001
84,8785,AG53YGY6GOWHTMY2DPORHPQ757GA,3001,B074XF5J51,6926,B0BWDF71GH,35.521915435791016,37.60735321044922,2.085437774658203,0.31013629911044277,0.32839100449590347,0.9898052242955525,0.9865682319002144
85,12454,AGYRMITUSD6IEQMJDPHYMA7CJI2Q,3895,B07SL6C5QV,923,B007CKKPHO,45.281246185302734,43.21380615234375,-2.0674400329589844,0.35472678215388936,0.3423018517570252,0.978230390846882,0.9813535747163342
86,16625,AHXPUMGGHAVQ52GBXRE52VB26PUA,7543,B0C952JVB9,3134,B0784VW4Z5,36.18980407714844,37.446266174316406,1.2564620971679688,0.3174102612269535,0.34538505784491114,0.9850344857707972,0.9813383861453583
87,4423,AF3GEGWGFHF5BHOAKC3BMXO6TVKA,6254,B0BG6JYNQX,5269,B09N4W23Y6,35.427066802978516,39.12360382080078,3.6965370178222656,0.3240826765573634,0.34571947853891616,0.9877700005457811,0.9829610960344833
88,1809,AEHTNCLB3K7FL2DXUDULVDIHG2CQ,2686,B01M4S04CT,3698,B07MMMM6WP,38.663246154785156,38.062103271484375,-0.6011428833007812,0.3492348654777263,0.35576639419229616,0.9790559807151017,0.9786458286502939
89,4337,AF2PN6FDDQQVFLESQY4PPRX2PGXA,2209,B013RUD85S,7219,B0C37WRVN8,36.9709587097168,37.89329528808594,0.9223365783691406,0.3175834264362351,0.34869543258319796,0.9861119581480052,0.9785066556741395
90,7320,AFSGNK5YT6ST4FWMWYDT2OIURHVQ,7520,B0C7VHKX1K,6005,B0B7MDNV1Y,40.44189453125,40.16387939453125,-0.27801513671875,0.3492329301775766,0.37766456545922644,0.9791562928307591,0.9713538842306614
91,2298,AELILY6CRAFKKHTHMY6LD3H663OA,747,B005KC8NH0,1578,B00I06S288,38.63409423828125,39.05501937866211,0.4209251403808594,0.34854706699878524,0.3279516507496625,0.9815997829608993,0.9845491951088579
92,6435,AFLMSUBLNHM6JGNZQQECHUKSL5DA,5464,B09TGTDRMR,5100,B09J29BDD3,40.49689865112305,37.4654541015625,-3.031444549560547,0.3331280909617109,0.3154623064310161,0.9843419486923292,0.9873571869544094
93,3084,AERI5WENSM52X65RQJTAZXQXXD7Q,6254,B0BG6JYNQX,3469,B07FP1P98H,34.66081619262695,39.63569259643555,4.974876403808594,0.31953688129775704,0.3653289060776913,0.9873232751264734,0.9760838001329927
94,3249,AESO27BUQYLOIWXWMISPD6XY2A4A,356,B002GDF8GU,2177,B011R0789W,40.96415328979492,41.24965286254883,0.28549957275390625,0.38003903786923177,0.3785525726357322,0.9714330300244043,0.9715214668900053
95,6365,AFKYO43G5H3CT7ZVLIBWQW5DUDNA,5398,B09RPCRSKY,3180,B079KFB4NR,35.86859130859375,36.557373046875,0.68878173828125,0.3047635932584387,0.2914671804399407,0.9887778367046652,0.9912924499124014
96,11347,AGQKN7MKTU2452OKGTVEH327B7NQ,1010,B008IZLP94,229,B00186RF62,39.31358337402344,39.937442779541016,0.6238594055175781,0.3305017298243707,0.35251927671506794,0.9817254602040519,0.9783879625801915
97,10779,AGMIYQOOAAV6D6CSHPTUDYXX7WWA,5130,B09K4SCPYT,66,B0007WX0EY,35.28036880493164,39.47509765625,4.194728851318359,0.3338903470783393,0.3481678182444169,0.982737847311523,0.9796652335222447
98,16443,AHWCPKHLLN36TII44KZIFHIWEYJA,6649,B0BQ6YS1Q4,7399,B0C5RW5SMK,34.70410919189453,37.21906280517578,2.51495361328125,0.33730506129887367,0.3281295337183862,0.9858472664952836,0.9861761442447032
99,1524,AEFQJSPOADTK2P3O6HXVKIMJMLVQ,3447,B07F8J9R3T,1486,B00GMXHZW0,41.2615966796875,41.31475067138672,0.05315399169921875,0.35836730968694636,0.3524092468881902,0.9788872980373696,0.9794965425491917
100,14378,AHGRFMIYXPNHGK4DBEHW2EOWQUDA,3652,B07L5FC123,4838,B093TRFX2C,36.266292572021484,38.786216735839844,2.5199241638183594,0.31851899531796624,0.32475531058415713,0.9874377172762518,0.9859881638838142
101,5779,AFGBZXHDKR4MTLMOBZHQN47DOK5Q,532,B0042RV7A4,317,B001S5E0RU,40.17942810058594,40.19121551513672,0.01178741455078125,0.29765350926183,0.3105542995543185,0.9897004457606702,0.9864202695294005
102,2782,AEP2XDH5IWAXGVY26N4KPGSYGWRA,6278,B0BGMM14Q9,2549,B01GEWVUHE,35.76885986328125,39.84895324707031,4.0800933837890625,0.32819656773508404,0.36724764288915485,0.9853444439948094,0.9787143564626093
103,16558,AHX5R67NDPILVCBLLFWIFK73LLCA,7255,B0C3RDQCL4,7135,B0C17PYXNL,36.840919494628906,40.537933349609375,3.6970138549804688,0.33334677990617617,0.3539998325721015,0.9849184890196917,0.9787205374791257
104,13639,AHBCKZFNXKOIYRTQ4HHJ6KYEIJJA,1766,B00MRZIGXY,1977,B00RYQ32EE,36.41653823852539,38.214508056640625,1.7979698181152344,0.3277752971199921,0.3376218608608485,0.9847596060833064,0.9831406680148789
105,2470,AEMSQOFCATVTTQD6H6CMAATHPJYQ,260,B001DY7PXW,4521,B08J2LTG8B,41.45203399658203,39.53800964355469,-1.9140243530273438,0.3879839606643962,0.3632086933637796,0.9681131787299972,0.9758826799967815
106,10521,AGKIQPESL66JYEJCPT3KUOCTEWJQ,4033,B07XH8FCLL,531,B0042D69YM,42.262142181396484,41.534053802490234,-0.72808837890625,0.3808803197104452,0.3644228646335098,0.9647080830070706,0.9705828677709754
107,13886,AHD5QCVJCKQI46SR4ROAXHXFW3RQ,2477,B01CWSFROQ,2704,B01M9B80IL,39.274959564208984,39.355342864990234,0.08038330078125,0.3515980839380205,0.3655613038671225,0.9713880021596218,0.9702745067835669
108,5932,AFHLKSW47AKUWYYBLAFNOF2GRAKA,7335,B0C4X2S776,2417,B01B8I4R4W,41.13364028930664,41.10240173339844,-0.031238555908203125,0.3574681064479089,0.3435159141980969,0.9779684013766043,0.9808822620644094
109,2104,AEJVAFPJJIQUVAO4CT3BSMJLOA3A,4759,B08XXKMMN3,6035,B0B8DB7KBM,42.432472229003906,43.87138748168945,1.4389152526855469,0.3593966890920842,0.35147410136260493,0.9767406682307932,0.979263305629344
110,7013,AFPVIGREHH7IGCGSNFG2SAG6LRMQ,4323,B0886P4M67,3754,B07NRCL9YF,42.45024108886719,41.545894622802734,-0.9043464660644531,0.36474592911033454,0.36950831437201154,0.9760542489442859,0.9745690658033478
111,11397,AGQXUNXELZMHWVUWWQEYLBPW3ETQ,6695,B0BR83WLVW,4603,B08NJKRSWR,40.64894485473633,43.43746566772461,2.7885208129882812,0.3695894258444278,0.3873999242434814,0.9755499862214358,0.9679581894347027
112,9358,AGBMWG5RST3LJWQ2YSOEISPVKSBQ,484,B003DA5PV8,7570,B0C9R1VYNS,34.21142578125,36.44011306762695,2.228687286376953,0.28816032401608205,0.3093562092971912,0.9929190137340874,0.9899024112604339
113,8674,AG4CMO4EYOCTFGYJ7FNNSNPCG5GQ,7617,B0CDX5J8C6,2124,B00YQ79GC6,36.42212677001953,42.30424499511719,5.882118225097656,0.3626394583496515,0.39358195140755614,0.9744149687737895,0.9603757968997721
114,5628,AFF34MCLTWQC2QRP7J6U2WKTG4HQ,6798,B0BTC76W84,1952,B00QOHKEFY,39.85547637939453,40.60743713378906,0.7519607543945312,0.3545130452658488,0.3463888768280493,0.9791786777061274,0.9823070155960426
