noise_ratio,user_id,noise_count,mean_user_variance
0.1,360,1,0.08043721318244934
0.1,362,2,0.08036921173334122
0.1,363,1,0.08000458776950836
0.1,364,1,0.07996773719787598
0.1,367,1,0.07987108826637268
0.1,379,1,0.08007991313934326
0.1,381,1,0.08074107766151428
0.1,382,1,0.07916752994060516
0.1,383,1,0.08109192550182343
0.1,385,1,0.08065731823444366
0.1,386,2,0.08091393113136292
0.1,391,1,0.0804390162229538
0.1,394,1,0.08056334406137466
0.1,396,1,0.08069570362567902
0.1,401,1,0.08101647347211838
0.1,403,1,0.08131051063537598
0.1,404,1,0.08103121817111969
0.1,405,1,0.08009257912635803
0.1,408,1,0.0809800922870636
0.1,409,1,0.08078570663928986
0.1,414,2,0.08071359992027283
0.1,418,1,0.0807681605219841
0.1,419,1,0.08103342354297638
0.1,421,1,0.0803372859954834
0.1,428,1,0.07999517023563385
0.1,429,1,0.08051969110965729
0.1,432,1,0.07948322594165802
0.1,433,1,0.08086949586868286
0.1,435,1,0.08067748695611954
0.1,446,1,0.08058452606201172
0.1,447,3,0.08115752041339874
0.1,448,7,0.08222824335098267
0.1,459,1,0.08030295372009277
0.1,460,1,0.08053305745124817
0.1,461,1,0.08122710883617401
0.1,463,1,0.08074671030044556
0.1,466,1,0.08044996857643127
0.1,467,1,0.08066031336784363
0.1,471,9,0.07909069955348969
0.1,474,1,0.07950633764266968
0.1,475,1,0.08065073192119598
0.1,485,1,0.08090969175100327
0.1,492,1,0.0800439789891243
0.1,493,1,0.08061671257019043
0.1,494,1,0.07990699261426926
0.1,502,1,0.0802396759390831
0.1,506,1,0.08002539724111557
0.1,509,5,0.08243812620639801
0.1,510,1,0.08041958510875702
0.1,512,4,0.08210338652133942
0.1,517,1,0.08086777478456497
0.1,523,1,0.08049669861793518
0.1,533,1,0.08067073673009872
0.1,535,1,0.08084200322628021
0.1,537,2,0.08098607510328293
0.1,541,1,0.08055669069290161
0.1,552,2,0.08051369339227676
0.1,554,1,0.08055614680051804
0.1,556,1,0.08069498091936111
0.1,557,1,0.08037768304347992
0.1,558,1,0.08149181306362152
0.1,564,1,0.07941921055316925
0.1,568,1,0.08090296387672424
0.1,571,1,0.08010707795619965
0.1,575,1,0.07968263328075409
0.1,579,1,0.08058957755565643
0.1,581,1,0.08096188306808472
0.1,589,1,0.0805627852678299
0.1,593,1,0.08072574436664581
0.1,598,1,0.080050528049469
0.1,607,1,0.08114762604236603
0.1,609,1,0.08044083416461945
0.1,613,1,0.0800306499004364
0.1,617,1,0.08057263493537903
0.1,619,1,0.080963134765625
0.1,620,3,0.08035556226968765
0.1,622,1,0.07915215939283371
0.1,629,1,0.08120491355657578
0.1,630,1,0.08190861344337463
0.1,633,1,0.07978183031082153
0.1,634,1,0.0805092453956604
0.1,637,1,0.08078750967979431
0.1,643,1,0.07978126406669617
0.1,644,1,0.08040851354598999
0.1,647,1,0.07970348000526428
0.1,651,1,0.08069520443677902
0.1,659,1,0.08013258874416351
0.1,660,1,0.08095087110996246
0.1,661,1,0.07973022758960724
0.1,666,1,0.08075779676437378
0.1,668,1,0.08063182979822159
0.1,669,1,0.08094240725040436
0.1,671,1,0.08046194165945053
0.1,672,2,0.08161750435829163
0.1,675,1,0.08030044287443161
0.1,677,1,0.08034273982048035
0.1,678,1,0.08065930008888245
0.1,681,2,0.08143319934606552
0.1,684,1,0.08034639060497284
0.1,686,1,0.07984311878681183
0.1,692,1,0.0808769166469574
0.1,693,1,0.07998952269554138
0.1,695,1,0.08029258251190186
0.1,696,1,0.08087987452745438
0.1,698,1,0.08037903159856796
0.1,702,1,0.08065686374902725
0.1,703,1,0.08055473119020462
0.1,706,1,0.08053184300661087
0.1,707,1,0.08014848828315735
0.1,709,1,0.08105864375829697
0.1,713,1,0.08073185384273529
0.1,716,1,0.08013641834259033
0.1,718,1,0.07993806898593903
0.1,721,1,0.08072894811630249
0.1,725,1,0.08019379526376724
0.1,727,1,0.08021580427885056
0.1,731,5,0.08014729619026184
0.1,733,1,0.0809958428144455
0.1,740,2,0.08133331686258316
0.1,741,2,0.08119678497314453
0.1,746,1,0.07934489101171494
0.1,748,1,0.08085314184427261
0.1,749,1,0.08006404340267181
0.1,750,1,0.08077648282051086
0.1,751,3,0.08065834641456604
0.1,753,1,0.08050106465816498
0.1,755,1,0.0813388079404831
0.1,756,1,0.08012470602989197
0.1,764,2,0.08190172910690308
0.1,766,1,0.08066223561763763
0.1,771,1,0.07964394986629486
0.1,774,1,0.07974313199520111
0.1,776,1,0.08002969622612
0.1,777,2,0.08055880665779114
0.1,779,1,0.08036614954471588
0.1,783,1,0.08118341863155365
0.1,784,1,0.0804777443408966
0.1,786,1,0.08042392134666443
0.1,791,1,0.08013162016868591
0.1,798,1,0.08039163798093796
0.1,801,1,0.08058799803256989
0.1,805,1,0.08043782413005829
0.1,806,1,0.07979287207126617
0.1,810,2,0.08100879192352295
0.1,813,1,0.079771488904953
0.1,814,1,0.08068016916513443
0.1,815,1,0.08068735897541046
0.1,819,1,0.08091062307357788
0.1,822,1,0.07971014082431793
0.1,824,2,0.08063730597496033
0.1,826,1,0.08066721260547638
0.1,828,1,0.08002588152885437
0.1,829,1,0.08080960810184479
0.1,831,1,0.08064855635166168
0.1,832,1,0.0813114270567894
0.1,835,2,0.08083650469779968
0.1,839,1,0.08012747764587402
0.1,852,1,0.07967554032802582
0.1,858,1,0.08011357486248016
0.1,859,1,0.08040681481361389
0.1,866,1,0.08147212862968445
0.1,867,1,0.08081452548503876
0.1,869,1,0.08085949718952179
0.1,870,1,0.08051709085702896
0.1,875,1,0.08126214146614075
0.1,876,1,0.08028244227170944
0.1,878,2,0.08171343803405762
0.1,887,1,0.08028855174779892
0.1,891,1,0.08113978058099747
0.1,894,1,0.08095498383045197
0.1,895,1,0.08008982986211777
0.1,897,1,0.08064387738704681
0.1,902,1,0.07965725660324097
0.1,904,1,0.07991847395896912
0.1,906,1,0.07865302264690399
0.1,907,1,0.08084556460380554
0.1,909,2,0.08163359761238098
0.1,910,1,0.08073398470878601
0.1,913,1,0.08015722036361694
0.1,915,2,0.08105011284351349
0.1,916,1,0.07979311048984528
0.1,920,2,0.08071425557136536
0.1,923,2,0.08147415518760681
0.1,926,1,0.0809493288397789
0.1,927,1,0.08051636070013046
0.1,929,1,0.08133943378925323
0.1,933,1,0.08068348467350006
0.1,934,2,0.08050791919231415
0.1,936,1,0.08078903704881668
0.1,937,1,0.08055441826581955
0.1,940,1,0.08014070987701416
0.1,944,1,0.07996974140405655
0.1,945,1,0.0802372395992279
0.1,946,1,0.07950790226459503
0.1,948,1,0.07945358753204346
0.1,960,2,0.08076721429824829
0.1,961,1,0.08130083978176117
0.1,964,2,0.08114788681268692
0.1,965,1,0.07960562407970428
0.1,966,1,0.08037621527910233
0.1,967,1,0.08111033588647842
0.1,968,1,0.08114811778068542
0.1,969,1,0.08103910088539124
0.1,971,2,0.08148689568042755
0.1,975,2,0.07977744936943054
0.1,979,1,0.08009529113769531
0.1,980,1,0.0806344747543335
0.1,983,1,0.0809810608625412
0.1,988,2,0.08144266158342361
0.1,989,1,0.08044394850730896
0.1,993,1,0.08021986484527588
0.1,998,4,0.0815315991640091
0.1,1001,1,0.08076010644435883
0.1,1006,1,0.08047620952129364
0.1,1013,1,0.08040107786655426
0.1,1014,1,0.08106900751590729
0.1,1015,1,0.08116056770086288
0.1,1016,1,0.08143654465675354
0.1,1018,1,0.07957783341407776
0.1,1022,1,0.08064131438732147
0.1,1023,1,0.08051253855228424
0.1,1025,1,0.08072769641876221
0.1,1027,1,0.08111973106861115
0.1,1030,1,0.0810793787240982
0.1,1031,1,0.08060876280069351
0.1,1045,1,0.08057849109172821
0.1,1046,1,0.08043023943901062
0.1,1048,1,0.08138823509216309
0.1,1055,1,0.08042602241039276
0.1,1056,1,0.07946054637432098
0.1,1063,1,0.08180980384349823
0.1,1065,1,0.08081541955471039
0.1,1066,1,0.08067139983177185
0.1,1067,1,0.07995188981294632
0.1,1070,1,0.08022621273994446
0.1,1079,1,0.08090812712907791
0.1,1081,1,0.08078739792108536
0.1,1085,1,0.08125843107700348
0.1,1087,1,0.08060646802186966
0.1,1088,1,0.08030200004577637
0.1,1092,1,0.08014650642871857
0.1,1096,2,0.08152098953723907
0.1,1103,1,0.08002401888370514
0.1,1106,1,0.08092904090881348
0.1,1110,2,0.08159282058477402
0.1,1111,1,0.08071637153625488
0.1,1113,1,0.08116233348846436
0.1,1115,1,0.08140918612480164
0.1,1121,1,0.08080853521823883
0.1,1123,1,0.07985574007034302
0.1,1126,1,0.07904811948537827
0.1,1127,1,0.08073706924915314
0.1,1128,1,0.08051876723766327
0.1,1133,1,0.08034935593605042
0.1,1134,2,0.08161136507987976
0.1,1135,1,0.08032235503196716
0.1,1138,3,0.08187514543533325
0.1,1140,1,0.07996123284101486
0.1,1149,1,0.0801880955696106
0.1,1152,8,0.07980148494243622
0.1,1154,1,0.0811416357755661
0.1,1155,6,0.07906004786491394
0.1,1163,1,0.08076326549053192
0.1,1169,1,0.08065251260995865
0.1,1171,1,0.07966239750385284
0.1,1172,3,0.07990280538797379
0.1,1177,1,0.07980943471193314
0.1,1178,2,0.08084549009799957
0.1,1191,1,0.08058740198612213
0.1,1192,3,0.08022052049636841
0.1,1193,1,0.07988981157541275
0.1,1195,1,0.07988084852695465
0.1,1196,1,0.08023171126842499
0.1,1202,1,0.0805971622467041
0.1,1206,1,0.08077962696552277
0.1,1214,1,0.08102919161319733
0.1,1217,3,0.08071981370449066
0.1,1220,3,0.07973673939704895
0.1,1223,1,0.08062271773815155
0.1,1227,1,0.08083139359951019
0.1,1228,1,0.08048547804355621
0.1,1230,1,0.08043693751096725
0.1,1231,1,0.08002673089504242
0.1,1233,1,0.0804770216345787
0.1,1239,1,0.08014574646949768
0.1,1242,1,0.0799771249294281
0.1,1243,1,0.08091901242733002
0.1,1252,1,0.08066919445991516
0.1,1255,2,0.08079805970191956
0.1,1257,1,0.08085362613201141
0.1,1259,1,0.08124953508377075
0.1,1261,1,0.07964916527271271
0.1,1262,2,0.07916299998760223
0.1,1264,1,0.08095966279506683
0.1,1272,1,0.0811648815870285
0.1,1273,1,0.08069604635238647
0.1,1281,1,0.0803358256816864
0.1,1283,1,0.0795162171125412
0.1,1287,1,0.08084847033023834
0.1,1296,1,0.08034564554691315
0.1,1298,1,0.08005154132843018
0.1,1299,1,0.0795564353466034
0.1,1302,1,0.08063320070505142
0.1,1303,2,0.08099758625030518
0.1,1308,2,0.08131970465183258
0.1,1312,2,0.08013686537742615
0.1,1316,1,0.0805390328168869
0.1,1318,1,0.0795668214559555
0.1,1319,1,0.08056888729333878
0.1,1320,1,0.0803343802690506
0.1,1323,1,0.08021426200866699
0.1,1324,1,0.07986153662204742
0.1,1327,1,0.07987731695175171
0.1,1330,1,0.08085193485021591
0.1,1336,1,0.08030974864959717
0.1,1338,1,0.0808609277009964
0.1,1345,2,0.08092617988586426
0.1,1349,3,0.08120030164718628
0.1,1351,1,0.08025504648685455
0.1,1354,1,0.07951332628726959
0.1,1355,1,0.08006024360656738
0.1,1356,1,0.08040454983711243
0.1,1358,1,0.08008430898189545
0.1,1362,1,0.08065281808376312
0.1,1365,1,0.0804445892572403
0.1,1369,1,0.08122832328081131
0.1,1371,1,0.08030889928340912
0.1,1373,1,0.08063176274299622
0.1,1378,1,0.08134792745113373
0.1,1380,1,0.07922875881195068
0.1,1383,1,0.08090421557426453
0.1,1384,1,0.07989916205406189
0.1,1385,1,0.08053392171859741
0.1,1387,1,0.08072894811630249
0.1,1391,2,0.08063998818397522
0.1,1394,1,0.08017472922801971
0.1,1413,1,0.08074920624494553
0.1,1415,1,0.08072350174188614
0.1,1420,1,0.08041240274906158
0.1,1423,1,0.08021029829978943
0.1,1428,1,0.08020123094320297
0.1,1430,2,0.08162599802017212
0.1,1431,2,0.08155521005392075
0.1,1435,1,0.0808836966753006
0.1,1443,1,0.08116486668586731
0.1,1444,1,0.08047353476285934
0.1,1445,1,0.08067484200000763
0.1,1447,1,0.08079739660024643
0.1,1448,1,0.08055558800697327
0.1,1449,1,0.08074849843978882
0.1,1451,2,0.08128585666418076
0.1,1454,1,0.08052682131528854
0.1,1455,1,0.08002911508083344
0.1,1456,1,0.08048540353775024
0.1,1462,1,0.08070625364780426
0.1,1468,1,0.0798538327217102
0.1,1469,1,0.08070075511932373
0.1,1471,1,0.08013234287500381
0.1,1476,2,0.08011683821678162
0.1,1477,1,0.0803745687007904
0.1,1490,1,0.07967495173215866
0.1,1492,1,0.0815507024526596
0.1,1493,1,0.08040164411067963
0.1,1494,3,0.08115379512310028
0.1,1496,5,0.08111678808927536
0.1,1497,4,0.08164961636066437
0.1,1500,1,0.08142965286970139
0.1,1502,1,0.08058587461709976
0.1,1504,1,0.08045883476734161
0.1,1509,1,0.08073727786540985
0.1,1510,1,0.08030335605144501
0.1,1512,1,0.08028825372457504
0.1,1513,1,0.0811997652053833
0.1,1518,1,0.07980495691299438
0.1,1530,2,0.07922538369894028
0.1,1534,1,0.08110994845628738
0.1,1545,1,0.0808696299791336
0.1,1550,1,0.08074507117271423
0.1,1555,1,0.0812046006321907
0.1,1558,1,0.08031093329191208
0.1,1559,1,0.08088093250989914
0.1,1562,1,0.07939542829990387
0.1,1566,1,0.08026392757892609
0.1,1567,1,0.08030349016189575
0.1,1571,1,0.07987786829471588
0.1,1573,1,0.08092259615659714
0.1,1578,1,0.08056434988975525
0.1,1580,1,0.08018029481172562
0.1,1584,1,0.08000090718269348
0.1,1596,1,0.08013977110385895
0.1,1600,1,0.0810030847787857
0.1,1609,1,0.08068817853927612
0.1,1612,1,0.07990889251232147
0.1,1613,5,0.08169044554233551
0.1,1615,1,0.08069345355033875
0.1,1617,1,0.08080914616584778
0.1,1620,2,0.08135520666837692
0.1,1621,1,0.08023916184902191
0.1,1622,1,0.08018814027309418
0.1,1623,2,0.08106869459152222
0.1,1631,1,0.0804111659526825
0.1,1633,1,0.08069229125976562
0.1,1637,1,0.08018702268600464
0.1,1638,1,0.08008106052875519
0.1,1639,1,0.08110257983207703
0.1,1640,3,0.07978862524032593
0.1,1641,1,0.08092570304870605
0.1,1644,2,0.0805402547121048
0.1,1653,1,0.08050356805324554
0.1,1657,1,0.08077680319547653
0.1,1661,1,0.08008263260126114
0.1,1668,3,0.08151061832904816
0.1,1671,1,0.07950933277606964
0.1,1672,1,0.08041918277740479
0.1,1674,2,0.08063686639070511
0.1,1675,1,0.08060719817876816
0.1,1677,1,0.0805504322052002
0.1,1678,1,0.08078864216804504
0.1,1681,1,0.07897472381591797
0.1,1684,2,0.07970291376113892
0.1,1690,1,0.0796298086643219
0.1,1696,1,0.08053281903266907
0.1,1698,1,0.0806780606508255
0.1,1701,1,0.08105528354644775
0.1,1706,1,0.08162140846252441
0.1,1707,5,0.08201850950717926
0.1,1714,13,0.07942758500576019
0.1,1719,1,0.0810394436120987
0.1,1720,2,0.08115598559379578
0.1,1729,1,0.07989877462387085
0.1,1732,1,0.08067649602890015
0.1,1741,1,0.08051251620054245
0.1,1742,1,0.08058726042509079
0.1,1747,1,0.08086597919464111
0.1,1748,1,0.07997337728738785
0.1,1750,1,0.08098204433917999
0.1,1753,1,0.08017860352993011
0.1,1760,1,0.08154080808162689
0.1,1768,3,0.0805826261639595
0.1,1769,1,0.08128245174884796
0.1,1773,2,0.08126892149448395
0.1,1774,1,0.08142867684364319
0.1,1775,1,0.08034035563468933
0.1,1783,1,0.08024845272302628
0.1,1784,1,0.0811346173286438
0.1,1789,1,0.08074351400136948
0.1,1792,1,0.08086057007312775
0.1,1798,1,0.08031110465526581
0.1,1803,1,0.0797676295042038
0.1,1808,2,0.08032198250293732
0.1,1809,1,0.08079627901315689
0.1,1810,1,0.08019299060106277
0.1,1812,1,0.08110171556472778
0.1,1814,1,0.08095569908618927
0.1,1821,1,0.08072610199451447
0.1,1822,1,0.07993751764297485
0.1,1823,1,0.08048238605260849
0.1,1824,1,0.07980581372976303
0.1,1825,2,0.08043291419744492
0.1,1829,8,0.08147305995225906
0.1,1830,1,0.08091022819280624
0.1,1833,1,0.0805119052529335
0.1,1836,1,0.07948329299688339
0.1,1838,1,0.07987383753061295
0.1,1842,9,0.07924807071685791
0.1,1849,1,0.08095115423202515
0.1,1855,1,0.07953246682882309
0.1,1856,1,0.0806654542684555
0.1,1863,2,0.08049418032169342
0.1,1867,1,0.08055993914604187
0.1,1869,4,0.08045055717229843
0.1,1871,1,0.08011028170585632
0.1,1872,1,0.08049120754003525
0.1,1873,1,0.08032576739788055
0.1,1874,1,0.08029443025588989
0.1,1875,1,0.08051726967096329
0.1,1885,7,0.07961789518594742
0.1,1886,1,0.08130861818790436
0.1,1888,1,0.08086490631103516
0.1,1890,3,0.08107748627662659
0.1,1891,1,0.08130733668804169
0.1,1892,2,0.079265296459198
0.1,1893,1,0.08113178610801697
0.1,1895,2,0.08107393980026245
0.1,1896,1,0.08103129267692566
0.1,1897,1,0.0802837461233139
0.1,1899,1,0.08056347072124481
0.1,1900,1,0.07957400381565094
0.1,1902,1,0.08062542229890823
0.1,1903,4,0.08120167255401611
0.1,1909,1,0.07980291545391083
0.1,1912,16,0.07946132123470306
0.1,1913,2,0.07966813445091248
0.1,1914,2,0.08103381097316742
0.1,1915,5,0.08123395591974258
0.1,1916,5,0.079389788210392
0.1,1917,1,0.08000460267066956
0.1,1918,1,0.08011433482170105
0.1,1923,2,0.08194366097450256
0.1,1924,1,0.08179958909749985
0.1,1928,1,0.08092040568590164
0.1,1933,1,0.07955081760883331
0.1,1934,1,0.08088338375091553
0.1,1937,1,0.0806339904665947
0.1,1938,2,0.07996515929698944
0.1,1940,1,0.08183565735816956
0.1,1941,1,0.08086573332548141
0.1,1944,1,0.08108615130186081
0.1,1947,1,0.08077949285507202
0.1,1948,2,0.08108372241258621
0.1,1949,2,0.08146385103464127
0.1,1951,1,0.08023306727409363
0.1,1953,1,0.08130793273448944
0.1,1963,1,0.08052796125411987
0.1,1964,1,0.07988932728767395
0.1,1966,1,0.0801411047577858
0.1,1969,1,0.07993538677692413
0.1,1978,1,0.08035345375537872
0.1,1980,1,0.0801929235458374
0.1,1984,1,0.07940123975276947
0.1,1987,1,0.07927720993757248
0.1,1992,2,0.08150036633014679
0.1,1995,1,0.08102143555879593
0.1,1996,1,0.07988603413105011
0.1,1997,1,0.07972122728824615
0.1,2000,1,0.0809248685836792
0.1,2002,1,0.08105777204036713
0.1,2003,1,0.08082401752471924
0.1,2004,1,0.08113231509923935
0.1,2007,1,0.081070676445961
0.1,2008,1,0.08066153526306152
0.1,2009,1,0.08019278198480606
0.1,2010,1,0.08022579550743103
0.1,2012,1,0.08015112578868866
0.1,2017,1,0.08094334602355957
0.1,2019,1,0.08046252280473709
0.1,2024,1,0.08028261363506317
0.1,2026,1,0.08015269041061401
0.1,2028,1,0.08024877309799194
0.1,2029,3,0.08203268051147461
0.1,2033,1,0.08048023283481598
0.1,2034,1,0.08124704658985138
0.1,2048,1,0.07999052107334137
0.1,2052,1,0.07933756709098816
0.1,2053,1,0.08081869781017303
0.1,2054,2,0.08222202956676483
0.1,2057,1,0.08014755696058273
0.1,2063,1,0.07968121767044067
0.1,2065,1,0.08092814683914185
0.1,2067,3,0.08074922859668732
0.1,2069,1,0.08053238689899445
0.1,2072,1,0.08015774190425873
0.1,2073,1,0.08094165474176407
0.1,2075,1,0.08038048446178436
0.1,2079,1,0.07985362410545349
0.1,2083,1,0.08001010119915009
0.1,2084,1,0.0791507139801979
0.1,2086,1,0.08064353466033936
0.1,2091,1,0.07992243766784668
0.1,2100,2,0.08171054720878601
0.1,2102,1,0.08067182451486588
0.1,2106,1,0.08044306933879852
0.1,2107,1,0.08053430169820786
0.1,2108,1,0.08003702759742737
0.1,2110,1,0.0806397944688797
0.1,2111,1,0.07919193804264069
0.1,2113,1,0.08010931313037872
0.1,2114,2,0.08062861114740372
0.1,2116,4,0.08072496950626373
0.1,2117,1,0.08060678839683533
0.1,2118,1,0.08005507290363312
0.1,2119,1,0.08118340373039246
0.1,2120,1,0.08085726201534271
0.1,2122,1,0.08117976784706116
0.1,2123,1,0.07976943254470825
0.1,2126,1,0.08032019436359406
0.1,2127,2,0.07981859147548676
0.1,2134,1,0.08030436933040619
0.1,2135,1,0.08027172088623047
0.1,2137,3,0.08010628819465637
0.1,2139,1,0.08081801235675812
0.1,2142,1,0.08092065155506134
0.1,2148,1,0.08104784786701202
0.1,2149,1,0.08034008741378784
0.1,2150,1,0.08069972693920135
0.1,2153,1,0.08032684028148651
0.1,2156,1,0.08001673221588135
0.1,2165,1,0.0807839035987854
0.1,2174,1,0.08106790482997894
0.1,2179,1,0.07984679937362671
0.1,2180,1,0.07987614721059799
0.1,2181,1,0.0801769495010376
0.1,2182,1,0.08100134879350662
0.1,2188,1,0.08092710375785828
0.1,2197,1,0.08104488998651505
0.1,2198,1,0.08049209415912628
0.1,2201,3,0.08045671135187149
0.1,2202,1,0.08000902086496353
0.1,2207,1,0.08077001571655273
0.1,2209,1,0.0793689638376236
0.1,2210,1,0.08066064119338989
0.1,2213,1,0.08084864914417267
0.1,2214,1,0.08030661940574646
0.1,2215,1,0.07957027852535248
0.1,2219,1,0.08093036711215973
0.1,2222,1,0.07873722910881042
0.1,2223,1,0.0796918198466301
0.1,2225,1,0.08072750270366669
0.1,2227,1,0.08076083660125732
0.1,2229,1,0.08057291805744171
0.1,2230,1,0.0805383175611496
0.1,2232,2,0.08033093810081482
0.1,2234,6,0.08051342517137527
0.1,2236,1,0.0805647224187851
0.1,2239,1,0.08082857728004456
0.1,2240,1,0.0802619606256485
0.1,2241,1,0.08134184032678604
0.1,2246,1,0.0803116112947464
0.1,2248,2,0.0796976089477539
0.1,2250,5,0.07897724211215973
0.1,2251,1,0.08083537966012955
0.1,2253,1,0.08016330003738403
0.1,2254,1,0.08031688630580902
0.1,2256,1,0.08078083395957947
0.1,2263,1,0.07986848056316376
0.1,2266,1,0.0806441456079483
0.1,2269,2,0.08106227219104767
0.1,2270,1,0.08056101948022842
0.1,2271,1,0.08066554367542267
0.1,2275,2,0.08104963600635529
0.1,2277,3,0.08156727999448776
0.1,2278,1,0.08079428970813751
0.1,2280,1,0.07957867532968521
0.1,2282,1,0.08112213015556335
0.1,2283,1,0.08030768483877182
0.1,2284,1,0.08036114275455475
0.1,2285,1,0.08143898844718933
0.1,2288,1,0.08034327626228333
0.1,2291,1,0.08038078993558884
0.1,2292,1,0.08066961169242859
0.1,2294,3,0.0805157870054245
0.1,2301,1,0.08005382120609283
0.1,2302,1,0.08021637797355652
0.1,2308,1,0.0803014487028122
0.1,2311,1,0.07958687096834183
0.1,2316,1,0.08077181875705719
0.1,2319,1,0.08034925162792206
0.1,2321,1,0.07978442311286926
0.1,2323,1,0.08120334148406982
0.1,2333,1,0.0803988128900528
0.1,2334,2,0.08034922182559967
0.1,2338,1,0.08036454021930695
0.1,2343,2,0.08142261207103729
0.1,2345,3,0.08035889267921448
0.1,2346,1,0.08077696710824966
0.1,2349,3,0.08146124333143234
0.1,2350,1,0.08144020289182663
0.1,2351,1,0.08057031035423279
0.1,2352,1,0.08094146102666855
0.1,2353,1,0.0804261565208435
0.1,2357,1,0.0811271220445633
0.1,2359,1,0.08083359152078629
0.1,2363,1,0.08028945326805115
0.1,2364,2,0.08123111724853516
0.1,2368,1,0.08118735253810883
0.1,2369,1,0.0796954333782196
0.1,2370,1,0.08060002326965332
0.1,2377,1,0.08067227900028229
0.1,2378,1,0.08074598014354706
0.1,2379,2,0.0808502659201622
0.1,2380,1,0.08011776208877563
0.1,2383,1,0.07997947931289673
0.1,2384,1,0.08048281073570251
0.1,2385,1,0.08008082956075668
